respondent_id,h1n1_vaccine
26707,0.06489652332996634
26708,0.019835820022412933
26709,0.42441924412237414
26710,0.4838522130767697
26711,0.17987671147068024
26712,0.4719638167611311
26713,0.33007519826593257
26714,0.16689959226338094
26715,0.04326805601503828
26716,0.22195468047537106
26717,0.010970038844174827
26718,0.2331797280234426
26719,0.06704615948458097
26720,0.06467126107169763
26721,0.16585849702928313
26722,0.08662784605829887
26723,0.6559397949451619
26724,0.1365593819106888
26725,0.03188629824874465
26726,0.01707924172461932
26727,0.3602195892484099
26728,0.1820551080925589
26729,0.41069243571518
26730,0.03960343172804147
26731,0.019653492994714743
26732,0.10607219932104561
26733,0.91785797961737
26734,0.899749770072788
26735,0.14553979480063808
26736,0.06508761637110336
26737,0.09514086633922629
26738,0.5963422562959358
26739,0.12807729947411658
26740,0.1314907781715321
26741,0.1797300729031403
26742,0.1151096671454118
26743,0.05190039561860717
26744,0.05540032290928111
26745,0.08420806463324716
26746,0.13597239868507338
26747,0.07271078451870355
26748,0.12140546467884539
26749,0.10650159626603982
26750,0.6537634889020986
26751,0.3175271345628654
26752,0.029322179284670707
26753,0.22998572444319795
26754,0.1307465955622027
26755,0.11282880118199658
26756,0.021050212201631717
26757,0.3612674445883571
26758,0.7040101533053086
26759,0.021094720797914968
26760,0.013359496348431296
26761,0.17545487176510527
26762,0.14990174596754485
26763,0.9064719616353211
26764,0.9224184324244464
26765,0.024439127696324277
26766,0.10523961937740532
26767,0.7789016210616984
26768,0.010947130546684645
26769,0.1140768789091459
26770,0.08310294203421692
26771,0.0452759630798616
26772,0.055730956814352174
26773,0.013503544682326491
26774,0.026719063913232602
26775,0.0746601610405056
26776,0.4146706680175429
26777,0.10330756628058507
26778,0.05559071809745832
26779,0.13472463960456138
26780,0.0930493618645842
26781,0.040729523617520656
26782,0.05142076409293671
26783,0.06391282608510765
26784,0.4614512854684796
26785,0.36455832239338176
26786,0.07881302918233304
26787,0.09898549540921563
26788,0.08790452045560625
26789,0.011260362790181723
26790,0.05673067139607701
26791,0.02888098392914984
26792,0.19318807336651433
26793,0.11297470796212587
26794,0.7589311366894455
26795,0.05086435405392371
26796,0.046011925715963735
26797,0.10727531200550473
26798,0.20806249220146592
26799,0.30010526163808066
26800,0.0336781734959437
26801,0.23458618616353044
26802,0.08541191057389476
26803,0.05380968102523251
26804,0.026152065583210878
26805,0.03700879244180342
26806,0.06435325998007539
26807,0.6491994994047574
26808,0.3087122523217927
26809,0.5516181314943076
26810,0.016463058454308847
26811,0.04343845413481125
26812,0.19175355435521074
26813,0.3514012256514341
26814,0.032979580746882745
26815,0.04294557880656801
26816,0.059092041789675406
26817,0.1887575004868843
26818,0.06830611705002054
26819,0.4605627362729812
26820,0.08577207809211976
26821,0.08654335591254546
26822,0.2597053643783632
26823,0.432936308991207
26824,0.03483770492990321
26825,0.3425071135545337
26826,0.09394520652608945
26827,0.014953792211643016
26828,0.1967937078606663
26829,0.6157415247249078
26830,0.08475994057978734
26831,0.21212377008249161
26832,0.11655509365154647
26833,0.005870807016841533
26834,0.10396187349367528
26835,0.34766322790915244
26836,0.15779271464860697
26837,0.039466743144907106
26838,0.10729116683591633
26839,0.1388707381645869
26840,0.101164497005852
26841,0.3505674467009764
26842,0.09409391477195801
26843,0.04100300077280112
26844,0.07382387313322508
26845,0.0357771448142182
26846,0.07205509150836752
26847,0.3561079531648168
26848,0.04319383136251491
26849,0.17271380134248698
26850,0.22792723570757242
26851,0.03213085068513674
26852,0.03850137399021916
26853,0.5152073881527494
26854,0.014040628394486068
26855,0.6009602918518182
26856,0.11204278815148692
26857,0.46040854324215785
26858,0.12336474924938229
26859,0.0706903569413104
26860,0.11668662404514896
26861,0.09156118724173991
26862,0.09598708241894495
26863,0.22371084795542293
26864,0.48667274049738724
26865,0.014869871138579134
26866,0.23567232543840685
26867,0.11469642321708705
26868,0.7999483357443965
26869,0.10742466739061449
26870,0.6229499336370076
26871,0.04593628678751904
26872,0.015006357336474919
26873,0.15488767048838628
26874,0.02035785698063416
26875,0.6197104307869598
26876,0.0461677382611365
26877,0.05196298759934025
26878,0.05826718335762262
26879,0.014972213166360193
26880,0.017162554031368637
26881,0.03011666099501981
26882,0.022133703767618123
26883,0.07781935876221525
26884,0.12140203232927395
26885,0.24597143350809517
26886,0.098888418273814
26887,0.624008278771989
26888,0.8798741924581656
26889,0.048999332652933804
26890,0.08362940645054359
26891,0.27997776332849744
26892,0.12375356148449637
26893,0.056739325715576855
26894,0.2376960459897201
26895,0.07802184040305668
26896,0.04634926909494471
26897,0.058320487098855234
26898,0.24554563310763242
26899,0.03977844823004817
26900,0.16028666435677702
26901,0.006336002477300302
26902,0.24478202163001303
26903,0.0638735802281233
26904,0.052660377660753106
26905,0.32093758069841805
26906,0.06303291803438794
26907,0.00874780255318517
26908,0.1650790410857971
26909,0.0647601870793255
26910,0.13618349799056875
26911,0.04608041863329306
26912,0.4338794281680984
26913,0.7205582208276016
26914,0.05479086653747017
26915,0.13622924867339514
26916,0.057193854558423615
26917,0.006502750126032337
26918,0.7587114321342299
26919,0.3544868645630628
26920,0.02023356393200021
26921,0.1249637574192473
26922,0.050577389991145624
26923,0.09932169322692794
26924,0.6758804819402824
26925,0.11212722591885506
26926,0.6046710657095827
26927,0.3730125515525296
26928,0.06631197010757021
26929,0.12106664536607241
26930,0.4040872531738065
26931,0.09781536933174632
26932,0.0645108545576258
26933,0.08461742620413888
26934,0.5777180812756327
26935,0.1742731331997112
26936,0.26004281616963537
26937,0.2563324601397436
26938,0.08223133700827805
26939,0.049519394786832885
26940,0.025887878991165583
26941,0.05447648474570702
26942,0.5955379597929737
26943,0.12464255733862456
26944,0.07033005823830582
26945,0.10926494233324711
26946,0.13930164641176485
26947,0.21817510333031503
26948,0.016707905762567473
26949,0.006912430869881499
26950,0.029253367885287984
26951,0.0775447563951634
26952,0.8678376351178407
26953,0.8040175838723536
26954,0.056578641643323796
26955,0.17267298497757588
26956,0.17772464274035485
26957,0.026637288639635437
26958,0.39040763336155715
26959,0.03087014822184696
26960,0.040599844790639966
26961,0.21796754503411536
26962,0.17010631882338528
26963,0.13545267734497793
26964,0.03613539659545978
26965,0.7981306146286179
26966,0.013985899452259042
26967,0.21196761702937122
26968,0.04224750536427118
26969,0.0373380819663663
26970,0.7598894003876123
26971,0.11483049126670397
26972,0.007448274494491546
26973,0.06538723688445895
26974,0.13779241465093758
26975,0.07290348851663546
26976,0.8714838869699804
26977,0.06508848206232042
26978,0.018113100037859126
26979,0.3321949485970369
26980,0.019189753760233127
26981,0.07295296531520921
26982,0.7044350820315406
26983,0.17224607595691893
26984,0.07489454658455141
26985,0.017542764197772873
26986,0.16589448043450813
26987,0.06985389256314478
26988,0.03772794062214527
26989,0.3504832239368183
26990,0.018210634437139172
26991,0.19717136578324276
26992,0.2886352569200568
26993,0.1294965441064145
26994,0.23954013451960726
26995,0.20830450866686204
26996,0.23823141770522197
26997,0.010639060733712251
26998,0.017593376568453466
26999,0.41180294794536215
27000,0.11540743949269466
27001,0.034320440526943156
27002,0.008783005084624087
27003,0.025836088328625505
27004,0.1515537004662047
27005,0.35945614815298677
27006,0.7125622016305158
27007,0.06187956897406336
27008,0.03920063821461507
27009,0.07108971665368496
27010,0.059884187486347475
27011,0.08980512393943715
27012,0.2779152722038973
27013,0.11370978182123738
27014,0.02559200570545911
27015,0.12923836051148652
27016,0.062458392485849924
27017,0.44334060401469094
27018,0.07694983502509359
27019,0.8984815073862241
27020,0.20407294297564954
27021,0.13923509664506786
27022,0.15263396994530726
27023,0.05380249619522169
27024,0.11318430635722157
27025,0.06810024705157616
27026,0.08481591312441338
27027,0.09087103711345053
27028,0.3757061973087679
27029,0.11231053657471175
27030,0.17924671844589546
27031,0.2096306202496428
27032,0.17668300836097287
27033,0.3096471178733377
27034,0.008276683150699913
27035,0.23283435522275892
27036,0.24306064441164715
27037,0.6610411439406102
27038,0.02704467761709226
27039,0.7145134273442528
27040,0.17576440297183205
27041,0.11518993668853747
27042,0.0678609970710932
27043,0.5592135971049406
27044,0.0027916921615499892
27045,0.15746795767903715
27046,0.05187755836582289
27047,0.5826950410874696
27048,0.14135663085578834
27049,0.26351336891405136
27050,0.046864101815717533
27051,0.1905524527649538
27052,0.1342160962143026
27053,0.8627896196917192
27054,0.01670506125522591
27055,0.1024754225690739
27056,0.026132771902871128
27057,0.02530524746476282
27058,0.8277147217432835
27059,0.0718374044379869
27060,0.03347340725026812
27061,0.09892421117609962
27062,0.05227540433346288
27063,0.05343709862038222
27064,0.24123260095040597
27065,0.06637760344233037
27066,0.04471552719222048
27067,0.45679896171682965
27068,0.8656885746537325
27069,0.5550530118042216
27070,0.012395895668296448
27071,0.04975011936635185
27072,0.06641172241250742
27073,0.02520503609099363
27074,0.042302038312583105
27075,0.7203884327815705
27076,0.6588729022002959
27077,0.0428826608738904
27078,0.25959676076263755
27079,0.28128045005270974
27080,0.08346291987331134
27081,0.021918091940960557
27082,0.2830882475865415
27083,0.06321136903423263
27084,0.8685866967493224
27085,0.04978766984391294
27086,0.06498810323422123
27087,0.20219017161161748
27088,0.20471297251489073
27089,0.12982343776193295
27090,0.24255358202339844
27091,0.39692656253733305
27092,0.110827851169587
27093,0.22338620245289728
27094,0.0029212594352454723
27095,0.07199415382885868
27096,0.02511123701274794
27097,0.5635938298680464
27098,0.3936487425409693
27099,0.17798054687661122
27100,0.07191890927616251
27101,0.0876374865552267
27102,0.11714390238210143
27103,0.010287046787943701
27104,0.3600017641062665
27105,0.02405423436921194
27106,0.6337888581482152
27107,0.441037314180471
27108,0.15583434764594964
27109,0.06613809732350882
27110,0.03722125684463814
27111,0.03980792081608225
27112,0.2085686296805212
27113,0.08292433265136948
27114,0.09988199412842494
27115,0.5303522167986678
27116,0.1414132316681589
27117,0.05073683807715084
27118,0.13455158843116163
27119,0.06505914548337847
27120,0.31103572308959754
27121,0.01565941640607202
27122,0.05369363331788287
27123,0.06044395173300615
27124,0.031533118416259484
27125,0.009190947059829884
27126,0.2910078381517702
27127,0.03211611835745748
27128,0.18634772534222127
27129,0.629078974546503
27130,0.10493632763391054
27131,0.04768875554410052
27132,0.46767666794961094
27133,0.10484129999648471
27134,0.6608269015239591
27135,0.23937375999687405
27136,0.08030043541669282
27137,0.07616227879751121
27138,0.15958237269840758
27139,0.0943384837066574
27140,0.9101103956205732
27141,0.5711625615843573
27142,0.06174446372864254
27143,0.24530208671909076
27144,0.049867823883564553
27145,0.3945768115044133
27146,0.03862728390097581
27147,0.0586511636234054
27148,0.09295168358450538
27149,0.28417470797982036
27150,0.6584025476982439
27151,0.17647355474804025
27152,0.022882656758039882
27153,0.3194840552479204
27154,0.6829392099903436
27155,0.16789046790429218
27156,0.013920997698462882
27157,0.008990162301374305
27158,0.06851851438715496
27159,0.04917763571611316
27160,0.22003680343326526
27161,0.36714142553968004
27162,0.11685610154968422
27163,0.34719951872026344
27164,0.22794579316144306
27165,0.5338849361596196
27166,0.0803938753803586
27167,0.1708864633193651
27168,0.14530494755757545
27169,0.48033357683520717
27170,0.4125333543076483
27171,0.037592533513904
27172,0.05168109319485911
27173,0.24391126990385423
27174,0.1273284282915534
27175,0.07227859486974231
27176,0.5596904646391546
27177,0.859104927939002
27178,0.14124156000092872
27179,0.07808511532097424
27180,0.18753219433338722
27181,0.037942134516258906
27182,0.6124588834823752
27183,0.04244382140117048
27184,0.042367660393349105
27185,0.4787037740237672
27186,0.1295955410211864
27187,0.09536108386008797
27188,0.05364254935319124
27189,0.058051048854458366
27190,0.3604766490602809
27191,0.12714971796010202
27192,0.509063116450561
27193,0.005336058364223424
27194,0.10713240205212791
27195,0.01055898508380632
27196,0.31792955296912434
27197,0.054505514701743946
27198,0.9371721297112964
27199,0.038411788121664896
27200,0.261303120012821
27201,0.7121516178678666
27202,0.06806850765943735
27203,0.03569386044942993
27204,0.022833122289080094
27205,0.10993543685613419
27206,0.19622817695899686
27207,0.12454687528925042
27208,0.8128071581323312
27209,0.1895933674832784
27210,0.3046299700776531
27211,0.09177149302349483
27212,0.6248872970340529
27213,0.23556313604792073
27214,0.028618474665958266
27215,0.1650244192668069
27216,0.11177340557915558
27217,0.044943901054061465
27218,0.7013987783163821
27219,0.5101494112290619
27220,0.1411026035898834
27221,0.1733654812467438
27222,0.21038586152237343
27223,0.02965221895988402
27224,0.19016359210763953
27225,0.19884561718956206
27226,0.017523413785457582
27227,0.1706543875125139
27228,0.5721633087450879
27229,0.6786642367206352
27230,0.19941513615616688
27231,0.5111836112674805
27232,0.12997708215822693
27233,0.3140082693994512
27234,0.04625680322304274
27235,0.8858734803766898
27236,0.11093725933546346
27237,0.21232085836358724
27238,0.3167507850768679
27239,0.547435238037053
27240,0.1379213414643718
27241,0.07787364255601299
27242,0.11582247654419502
27243,0.045445395763769915
27244,0.03388752880675421
27245,0.12368864625900133
27246,0.8235375438812049
27247,0.17764385299261207
27248,0.13173620963427093
27249,0.1269549762998464
27250,0.10383908928987011
27251,0.08904903767988559
27252,0.14724520730331414
27253,0.06126088214944716
27254,0.9031612655989364
27255,0.12393797773381855
27256,0.59257143536083
27257,0.4535209786941569
27258,0.43013094017079667
27259,0.5374484573517349
27260,0.03663849242159545
27261,0.13548912300564872
27262,0.19097315212957344
27263,0.029001764253374043
27264,0.0679156344415512
27265,0.03525889978014561
27266,0.06322014660639617
27267,0.16551488865662764
27268,0.01790947330154315
27269,0.8146650690755289
27270,0.029543664731927485
27271,0.07079529462944166
27272,0.013662536140197188
27273,0.05450297288517841
27274,0.13633046333248428
27275,0.14190345301136634
27276,0.012750781327522049
27277,0.043093456006135386
27278,0.17018377589492756
27279,0.11658482149333405
27280,0.2780480635380886
27281,0.07245653296376665
27282,0.07136495179222847
27283,0.0060920620178682924
27284,0.08112959585726602
27285,0.1107693355463839
27286,0.10921009939395313
27287,0.2375306609269059
27288,0.5751483172514505
27289,0.2512653044517281
27290,0.02113236402495936
27291,0.7095173289616407
27292,0.06224321905260347
27293,0.10993078705685923
27294,0.020955473956491513
27295,0.2964582478420425
27296,0.06297973549301182
27297,0.06115473451957662
27298,0.0908005177816253
27299,0.300821617117499
27300,0.17571406048226565
27301,0.004460428077548095
27302,0.12442339500752048
27303,0.028062896654925926
27304,0.0899562572851748
27305,0.037711337772634704
27306,0.2460567841610119
27307,0.5954640113012611
27308,0.09800042625993455
27309,0.5660794418584296
27310,0.06336099575316163
